model_name,question,gold_answer,model_answer,label
GPT_o3,امرأة عقيم أي لا تنجب أطفال.. فهل تنجب ابنتها أطفال أم تكون مثل أمه؟,المرأة ليس لها أطفال من الأصل,لا، ابنة المرأة العقيمة لن تنجب أطفال لأن العقم يكون وراثيًا ويمكن أن ينتقل من الأم إلى الابنة.,1
Allam,خمس قطط يلزمها خمس دقائق كي تصطاد خمس فئران كم من الوقت يلزم مئة قط ليصطاد مئة فأر؟,يلزمها 5 دقائق فقط لأن كل قط يلزمه 5 دقائق ليصطاد فأر واحد.,خمس دقائق.,0
Claude_Sonnet,خمس قطط يلزمها خمس دقائق كي تصطاد خمس فئران كم من الوقت يلزم مئة قط ليصطاد مئة فأر؟,يلزمها 5 دقائق فقط لأن كل قط يلزمه 5 دقائق ليصطاد فأر واحد.,"**خمس دقائق**

لأن كل قطة تصطاد فأراً واحداً في خمس دقائق، فإن 100 قطة ستصطاد 100 فأر في نفس المدة (خمس دقائق) طالما أن كل قطة تصطاد فأراً واحداً بشكل متزامن.",0
Deepseek_v3,خمس قطط يلزمها خمس دقائق كي تصطاد خمس فئران كم من الوقت يلزم مئة قط ليصطاد مئة فأر؟,يلزمها 5 دقائق فقط لأن كل قط يلزمه 5 دقائق ليصطاد فأر واحد.,"خمس دقائق.

السبب: كل قط يصطاد فأرًا واحدًا في خمس دقائق، وبالتالي فإن عدد القطط والفئران يتناسب طرديًا مع الوقت.",0
Fanar,خمس قطط يلزمها خمس دقائق كي تصطاد خمس فئران كم من الوقت يلزم مئة قط ليصطاد مئة فأر؟,يلزمها 5 دقائق فقط لأن كل قط يلزمه 5 دقائق ليصطاد فأر واحد.,"
الوقت اللازم لمئة قطة لاصطياد مائة فأر هو 50 دقيقة. حيث أن كل قطة تحتاج إلى دقيقة واحدة لصيد الفأرة الواحدة، وبالتالي فإن المجموع الكلي للقطط سيحتاج إلى وقت يساوي عدد القطط مضروبا في الزمن الذي يحتاجه لكل واحد منها ",1
GPT_o3,خمس قطط يلزمها خمس دقائق كي تصطاد خمس فئران كم من الوقت يلزم مئة قط ليصطاد مئة فأر؟,يلزمها 5 دقائق فقط لأن كل قط يلزمه 5 دقائق ليصطاد فأر واحد.,خمس دقائق.,0
Allam,يحتاج ثلاثة أشخاص. ثلاثة أيام لبناء ثلاث غرف كم يحتاج شخص واحد لبناء غرفة واحدة؟,3 ايام,يحتاج شخص واحد إلى يوم واحد لبناء غرفة واحدة، مع الأخذ في الاعتبار أن هذا التقدير يعتمد على ظروف العمل المثالية والموارد المتاحة بسهولة.,1
Claude_Sonnet,يحتاج ثلاثة أشخاص. ثلاثة أيام لبناء ثلاث غرف كم يحتاج شخص واحد لبناء غرفة واحدة؟,3 ايام,"**ثلاثة أيام**

**التوضيح:**
- 3 أشخاص يبنون 3 غرف في 3 أيام
- معدل كل شخص = غرفة واحدة في 3 أيام
- إذن شخص واحد يحتاج 3 أيام لبناء غرفة واحدة",0
Deepseek_v3,يحتاج ثلاثة أشخاص. ثلاثة أيام لبناء ثلاث غرف كم يحتاج شخص واحد لبناء غرفة واحدة؟,3 ايام,يحتاج شخص واحد لبناء غرفة واحدة ثلاثة أيام.,0
Fanar,يحتاج ثلاثة أشخاص. ثلاثة أيام لبناء ثلاث غرف كم يحتاج شخص واحد لبناء غرفة واحدة؟,3 ايام,شخص واحد يستطيع بناء الغرفة في 9 ايام.,1
GPT_o3,يحتاج ثلاثة أشخاص. ثلاثة أيام لبناء ثلاث غرف كم يحتاج شخص واحد لبناء غرفة واحدة؟,3 ايام,يحتاج شخص واحد يوم واحد لبناء غرفة واحدة.,1
Allam,هل توجد طريقة حسابية باستعمال العلامات الرياضية المختلفة نحصل منها على الرقم سبعة (7) من ثلاث ستات (6) ؟,6 + (6/6) = 7,لا.,1
Claude_Sonnet,هل توجد طريقة حسابية باستعمال العلامات الرياضية المختلفة نحصل منها على الرقم سبعة (7) من ثلاث ستات (6) ؟,6 + (6/6) = 7,"نعم، توجد عدة طرق، منها:

**6 + 6/6 = 7**

أو

**6 + (6 ÷ 6) = 7**",0
Deepseek_v3,هل توجد طريقة حسابية باستعمال العلامات الرياضية المختلفة نحصل منها على الرقم سبعة (7) من ثلاث ستات (6) ؟,6 + (6/6) = 7,"نعم، هناك عدة طرق، منها:

(6 × 6) ÷ 6 + 6 ÷ 6 = 7
أو
6 + 6 ÷ 6 = 7
أو
(6! / 6) / 6 - 6 / 6 = 7 (باستخدام العاملي)",0
Fanar,هل توجد طريقة حسابية باستعمال العلامات الرياضية المختلفة نحصل منها على الرقم سبعة (7) من ثلاث ستات (6) ؟,6 + (6/6) = 7,"نعم، هناك عدة طرق لحساب رقم 7 باستخدام ثلاثة أرقام 6. إحدى الطرق هي استخدام الجمع والطرح والقسمة كما يلي:
(2 × 3 + 1 - 4 ÷ 5) = 7
",1
GPT_o3,هل توجد طريقة حسابية باستعمال العلامات الرياضية المختلفة نحصل منها على الرقم سبعة (7) من ثلاث ستات (6) ؟,6 + (6/6) = 7,نعم، 6 ÷ 6 + 6 = 7,0
Allam,ثلاثة قطط أمسكوا بثلاث فئران في ثلاث دقائق فقط، كم إذاً عدد القطط المطلوبة لإصطياد مائة فأر في 100 دقيقة..؟,3 قطط, لا نحتاج إلا إلى عشر قطط. لأن كل قطة تمسك بفأر واحد خلال الدقيقة الواحدة.,1
Claude_Sonnet,ثلاثة قطط أمسكوا بثلاث فئران في ثلاث دقائق فقط، كم إذاً عدد القطط المطلوبة لإصطياد مائة فأر في 100 دقيقة..؟,3 قطط,"**ثلاثة قطط**

لأن كل قط يصطاد فأراً واحداً كل 3 دقائق، وفي 100 دقيقة سيصطاد كل قط حوالي 33 فأراً، وبالتالي 3 قطط ستصطاد 100 فأر في 100 دقيقة.",0
Deepseek_v3,ثلاثة قطط أمسكوا بثلاث فئران في ثلاث دقائق فقط، كم إذاً عدد القطط المطلوبة لإصطياد مائة فأر في 100 دقيقة..؟,3 قطط,ثلاثة قطط.,0
Fanar,ثلاثة قطط أمسكوا بثلاث فئران في ثلاث دقائق فقط، كم إذاً عدد القطط المطلوبة لإصطياد مائة فأر في 100 دقيقة..؟,3 قطط,القطعة الواحدة من الفأرة تستهلكها القطعة واحدة. وعدد قطع الفار هو واحد لكل فار. ,1
GPT_o3,ثلاثة قطط أمسكوا بثلاث فئران في ثلاث دقائق فقط، كم إذاً عدد القطط المطلوبة لإصطياد مائة فأر في 100 دقيقة..؟,3 قطط,ثلاث قطط.,0
Allam,قالت مدام أمال لمدام منى: راتبي يساوي نفس راتبك، وقيمة راتبك تساوي ضعف قيمة راتبي ناقص 1000 درهم. فيا ترى كم راتب كل منهما ؟!,1000 درهم, راتب مدام آمال هو 2500 درهم وراتب مدام مني هو 5000 درهم.,1
Claude_Sonnet,قالت مدام أمال لمدام منى: راتبي يساوي نفس راتبك، وقيمة راتبك تساوي ضعف قيمة راتبي ناقص 1000 درهم. فيا ترى كم راتب كل منهما ؟!,1000 درهم,"لنفرض أن راتب مدام أمال = س
وراتب مدام منى = ص

من المعطيات:
- س = ص (راتبي يساوي راتبك)
- ص = 2س - 1000 (راتبك يساوي ضعف راتبي ناقص 1000)

بالتعويض:
س = 2س - 1000
1000 = 2س - س
س = 1000 درهم

إذن راتب كل منهما = **1000 درهم**",0
Deepseek_v3,قالت مدام أمال لمدام منى: راتبي يساوي نفس راتبك، وقيمة راتبك تساوي ضعف قيمة راتبي ناقص 1000 درهم. فيا ترى كم راتب كل منهما ؟!,1000 درهم,"راتب مدام أمال: 1000 درهم 
راتب مدام منى: 1000 درهم",0
Fanar,قالت مدام أمال لمدام منى: راتبي يساوي نفس راتبك، وقيمة راتبك تساوي ضعف قيمة راتبي ناقص 1000 درهم. فيا ترى كم راتب كل منهما ؟!,1000 درهم,"
راتب المدونة هو (2500) وراتب الموظفة هو (3600).
",1
GPT_o3,قالت مدام أمال لمدام منى: راتبي يساوي نفس راتبك، وقيمة راتبك تساوي ضعف قيمة راتبي ناقص 1000 درهم. فيا ترى كم راتب كل منهما ؟!,1000 درهم,راتب مدام أمال هو 2000 درهم وراتب مدام منى هو 1000 درهم.,1
Allam,لوني في الحقل أخضرً، في السوق أسودً، في المنزل أحمرً، فمن أنا؟,نبات الشاي,الشاي.,0
Claude_Sonnet,لوني في الحقل أخضرً، في السوق أسودً، في المنزل أحمرً، فمن أنا؟,نبات الشاي,"الجواب: **الشاي**

في الحقل أوراقه خضراء، في السوق يُباع جافاً أسود اللون، وفي المنزل يصبح أحمر بعد نقعه في الماء الساخن.",0
Deepseek_v3,لوني في الحقل أخضرً، في السوق أسودً، في المنزل أحمرً، فمن أنا؟,نبات الشاي,الجواب: الشاي,0
Fanar,لوني في الحقل أخضرً، في السوق أسودً، في المنزل أحمرً، فمن أنا؟,نبات الشاي,"
أنا الفلفل.
",1
GPT_o3,لوني في الحقل أخضرً، في السوق أسودً، في المنزل أحمرً، فمن أنا؟,نبات الشاي,الطماطم,1
Allam,إذا كانت عمتك هي أخت والدك، إذًا من يكون خال اولادها؟,والدك,سيكون خالي.,1
Claude_Sonnet,إذا كانت عمتك هي أخت والدك، إذًا من يكون خال اولادها؟,والدك,"خال أولاد عمتك هو **والدك**.

لأن عمتك (أخت والدك) عندما تتزوج وتنجب أولاداً، يكون والدك هو خالهم (أخو أمهم).",0
Deepseek_v3,إذا كانت عمتك هي أخت والدك، إذًا من يكون خال اولادها؟,والدك,خال أولاد عمتك (أخت والدك) هو والدك نفسه.,0
Fanar,إذا كانت عمتك هي أخت والدك، إذًا من يكون خال اولادها؟,والدك,"
خالات أولاد العمة هم أبناء عمومتهم.",1
GPT_o3,إذا كانت عمتك هي أخت والدك، إذًا من يكون خال اولادها؟,والدك,زوج والدك.,1
Allam,أحد أبناء أمك وأحد أبناء أبيك، وهو لا يكون أخ لك ولا تكون أخت لك، فمن يكون؟,انت,العم أو الخال.,1
Claude_Sonnet,أحد أبناء أمك وأحد أبناء أبيك، وهو لا يكون أخ لك ولا تكون أخت لك، فمن يكون؟,انت,"**الجواب: أنت نفسك**

فأنت ابن/ابنة لأمك وأبيك، ولا يمكن أن تكون أخًا أو أختًا لنفسك.",0
Deepseek_v3,أحد أبناء أمك وأحد أبناء أبيك، وهو لا يكون أخ لك ولا تكون أخت لك، فمن يكون؟,انت,الجواب: هو أنت.,0
Fanar,أحد أبناء أمك وأحد أبناء أبيك، وهو لا يكون أخ لك ولا تكون أخت لك، فمن يكون؟,انت,"
هو ابن عمّي أو ابنة عمتي.",1
GPT_o3,أحد أبناء أمك وأحد أبناء أبيك، وهو لا يكون أخ لك ولا تكون أخت لك، فمن يكون؟,انت,يكون شقيقك.,1
Allam,عدد مكون من رقمين يمكن قسمته على الأرقام (3،4،5،2،6) ويكون المتبقي واحد؟,61, الرقم 17.,1
Claude_Sonnet,عدد مكون من رقمين يمكن قسمته على الأرقام (3،4،5،2،6) ويكون المتبقي واحد؟,61,"العدد هو **61**

يمكن التحقق:
- 61 ÷ 2 = 30 والباقي 1
- 61 ÷ 3 = 20 والباقي 1
- 61 ÷ 4 = 15 والباقي 1
- 61 ÷ 5 = 12 والباقي 1
- 61 ÷ 6 = 10 والباقي 1",0
Deepseek_v3,عدد مكون من رقمين يمكن قسمته على الأرقام (3،4،5،2،6) ويكون المتبقي واحد؟,61,لا يوجد عدد مكون من رقمين يمكن قسمته على 3، 4، 5، 2، 6 ويترك باقي واحد في جميع الحالات. وذلك لأن العدد الذي يقبل القسمة على هذه الأرقام يجب أن يكون من مضاعفات المضاعف المشترك الأصغر لها، وهو 60. ,1
Fanar,عدد مكون من رقمين يمكن قسمته على الأرقام (3،4،5،2،6) ويكون المتبقي واحد؟,61,"17.
",1
GPT_o3,عدد مكون من رقمين يمكن قسمته على الأرقام (3،4،5،2،6) ويكون المتبقي واحد؟,61,36,1
Allam,ماهي الغزوة القبل الاخيرة للنبي محمد؟,غزوة الطائف,غزوة تبوك.,1
Claude_Sonnet,ماهي الغزوة القبل الاخيرة للنبي محمد؟,غزوة الطائف,"# الجواب:

غزوة **الطائف** هي الغزوة قبل الأخيرة للنبي محمد ﷺ، وكانت في السنة الثامنة للهجرة بعد غزوة حنين مباشرة، وآخر غزواته كانت **تبوك** في السنة التاسعة للهجرة.",0
Deepseek_v3,ماهي الغزوة القبل الاخيرة للنبي محمد؟,غزوة الطائف,غزوة تبوك هي الغزوة الأخيرة التي قادها النبي محمد صلى الله عليه وسلم.,1
Fanar,ماهي الغزوة القبل الاخيرة للنبي محمد؟,غزوة الطائف,الغزوة قبل الأخير هي غزوة حنين.,1
GPT_o3,ماهي الغزوة القبل الاخيرة للنبي محمد؟,غزوة الطائف,غزوة تبوك.,1
Allam,ما هو المكون الرئيسي لأكلة المهياوة؟,السمك,تتكون أكلة المهياوة من مزيج من السمك المجفف المطحون مع التمر الهندي.,0
Claude_Sonnet,ما هو المكون الرئيسي لأكلة المهياوة؟,السمك,المكون الرئيسي للمهياوة هو **السمك المملح والمخمر**.,0
Deepseek_v3,ما هو المكون الرئيسي لأكلة المهياوة؟,السمك,المكون الرئيسي لأكلة المهياوة هو **السمك المُخمَّر** (غالبًا من أنواع الأسماك الصغيرة)، الذي يتم تخليله وتحويله إلى معجون مالح وحامض.,0
Fanar,ما هو المكون الرئيسي لأكلة المهياوة؟,السمك,"
المهياوة هي أكلة شعبية في بلاد الشام، وتتكون من الخضار واللحم. والمكونات الرئيسية لها تشمل الباذنجان والفلفل الحلو والبصل والثوم والكوسا والجزر والخيار بالإضافة إلى اللحم المفروم أو قطع الدجاج المشوية حسب الرغبة. كما يمكن إضافة بعض التوابل مثل الكمون والقرفة وورق الغار لتحسين النكهة. ",1
GPT_o3,ما هو المكون الرئيسي لأكلة المهياوة؟,السمك,اللحم.,1
Allam,خلال كم سنة تنتهي مدة دهن العود؟,لا يوجد تاريخ انتهاء,: تستمر رائحته لفترة طويلة قد تصل إلى سنوات.,0
Claude_Sonnet,خلال كم سنة تنتهي مدة دهن العود؟,لا يوجد تاريخ انتهاء,دهن العود الأصلي يدوم عادة من **3 إلى 5 سنوات** إذا تم حفظه بشكل صحيح في مكان بارد ومظلم ومحكم الإغلاق.,1
Deepseek_v3,خلال كم سنة تنتهي مدة دهن العود؟,لا يوجد تاريخ انتهاء,مدة بقاء رائحة دهن العود تختلف حسب نوعيته وطريقة تخزينه. بشكل عام، تدوم الرائحة من ٣ إلى ٧ ساعات على الجلد، وقد تصل إلى ١٢ ساعة على الملابس. أما العمر الافتراضي للزجاجة نفسها فهو طويل جداً ويمكن أن يصل إلى عدة سنوات إذا تم حفظها بشكل صحيح بعيداً عن الحرارة,0
Fanar,خلال كم سنة تنتهي مدة دهن العود؟,لا يوجد تاريخ انتهاء,"
الجواب:
مدة الدهن تختلف من نوع لآخر، فبعضها قد يستمر لمدة عام أو أكثر. لكن في الغالب تكون المدة أقل بكثير وتتراوح بين بضعة أشهر إلى عدة سنوات حسب جودة المنتج وطريقة تخزينه وحفظة. لذلك يجب أن يتم اختيار النوع المناسب والمحافظة عليه جيدًا للحصول على أقصى استفادة منه واستخدام طويل الأمد له.

",1
GPT_o3,خلال كم سنة تنتهي مدة دهن العود؟,لا يوجد تاريخ انتهاء,تعتمد مدة دهن العود على نوعيته وجودته، ولكن بشكل عام تنتهي مدة دهن العود بعد 3-5 سنوات.,1
Allam,من الذي اكتشف دهن العود,غير معروف,"
اكتشفه سكان شبه الجزيرة العربية منذ آلاف السنين.",1
Claude_Sonnet,من الذي اكتشف دهن العود,غير معروف,لا يوجد مكتشف محدد لدهن العود، فهو معروف منذ آلاف السنين في الحضارات الآسيوية القديمة، خاصة في الهند والصين وجنوب شرق آسيا، حيث استخدمته هذه الشعوب في الطقوس الدينية والعلاجية منذ القدم.,0
Deepseek_v3,من الذي اكتشف دهن العود,غير معروف,اكتشف دهن العود (العود والعطر المستخرج منه) واستخدمه بشكل أساسي الحضارات القديمة في جنوب وجنوب شرق آسيا، وخاصة في دول مثل كمبوديا ولاوس وفيتنام. لا يمكن نسبته لشخص واحد، فهو معروف منذ آلاف السنين.,0
Fanar,من الذي اكتشف دهن العود,غير معروف,دهن العود هو مادة عطرية يتم استخراجها من خشب شجرة الأرز، وقد تم استخدام هذا الدهن في صناعة العطور والبخور منذ آلاف السنين. ومن المعروف أن العرب هم أول من قاموا باستخدامه كعطر وكمكون أساسي للبخور المستخدم في المناسبات الدينية والثقافية المختلفة. ,1
GPT_o3,من الذي اكتشف دهن العود,غير معروف,العديد من المصادر تشير إلى أن الصينيين هم من اكتشفوا دهن العود.,0
Allam,ماهو مصدر مادة الكهرمان العطرية,صمغ الشجر المتحجر,الكهرمان هو راتنج متحجر من أشجار الصنوبر القديمة التي عاشت قبل ملايين السنين. يُعتقد أن هذه الأشجار كانت تنمو في مناطق غابات كثيفة، مما يفسر وجود أنواع مختلفة منه بألوان متنوعة مثل الأصفر والأحمر والبني والأسود. كما يحتوي الكهرمان أحيانًا على حشرات قديمة محفوظة داخله، وهو ما يجعله ذا قيمة تاريخية وعلمية كبيرة.,0
Claude_Sonnet,ماهو مصدر مادة الكهرمان العطرية,صمغ الشجر المتحجر,"# مصدر مادة الكهرمان العطرية

**العنبر الرمادي** (Ambergris) الذي يُفرز من أمعاء **حوت العنبر** في المحيطات.

يتكون نتيجة تفاعل دفاعي في جهاز الحوت الهضمي ويُطرح في البحر حيث يطفو على السطح ويُجمع من الشواطئ.",1
Deepseek_v3,ماهو مصدر مادة الكهرمان العطرية,صمغ الشجر المتحجر,مصدر مادة الكهرمان العطرية هو **راتنج الأشجار الصنوبرية المتحجر** الذي كان يسيل من جذوعها منذ ملايين السنين، ثم تصلب وتحجر بفعل الضغط والحرارة.,0
Fanar,ماهو مصدر مادة الكهرمان العطرية,صمغ الشجر المتحجر,"
الكهرباء.
",1
GPT_o3,ماهو مصدر مادة الكهرمان العطرية,صمغ الشجر المتحجر,زهور شجرة العنبر,1
Allam,من اول من استخدم المسك؟,السومريون , يُذكر أن أول من استعمل المسك طبيًا هو الطبيب العربي ابن سينا.,1
Claude_Sonnet,من اول من استخدم المسك؟,السومريون ,العرب هم أول من استخدم المسك في الجزيرة العربية منذ العصور القديمة، وكانوا يستوردونه من الهند والصين ويستخدمونه في العطور والبخور.,1
Deepseek_v3,من اول من استخدم المسك؟,السومريون ,أول من استخدم المسك هم العرب والفرس والهنود والصينيون القدماء، حيث كان يُستخدم في الطقوس الدينية والطب التقليدي والعطور منذ آلاف السنين.,1
Fanar,من اول من استخدم المسك؟,السومريون ,المسك هو مادة عطرية طبيعية تستخرج من غدة صغيرة توجد في بطن حيوان الوعل المسكي، وهو نوع من الغزلان يعيش في آسيا. وقد تم استخدام المسك منذ آلاف السنين كعطر ومكون للعديد من المنتجات العطرية الأخرى مثل الصابون والزيوت والعطور وغيرها. ويعتقد أن أول من استخدم المسك هم سكان الصين القدماء الذين كانوا يستخرجه من الحيوانات,1
GPT_o3,من اول من استخدم المسك؟,السومريون ,العرب.,1
Allam,في أي سنة تخرج نزار قباني من جامعة القاهرة,تخرج من جامعة دمشق,: في عام 1945.,1
Claude_Sonnet,في أي سنة تخرج نزار قباني من جامعة القاهرة,تخرج من جامعة دمشق,تخرج نزار قباني من كلية الحقوق بجامعة دمشق (وليس جامعة القاهرة) عام **1945**,0
Deepseek_v3,في أي سنة تخرج نزار قباني من جامعة القاهرة,تخرج من جامعة دمشق,تخرج نزار قباني من كلية الحقوق بجامعة دمشق عام 1945، وليس من جامعة القاهرة.,0
Fanar,في أي سنة تخرج نزار قباني من جامعة القاهرة,تخرج من جامعة دمشق,"
1950.
",1
GPT_o3,في أي سنة تخرج نزار قباني من جامعة القاهرة,تخرج من جامعة دمشق,في عام 1944.,1
Allam,في أي سنة تخرج نزار قباني من جامعة حلب,تخرج من جامعة دمشق, في عام 1945م.,1
Claude_Sonnet,في أي سنة تخرج نزار قباني من جامعة حلب,تخرج من جامعة دمشق,نزار قباني لم يتخرج من جامعة حلب، بل تخرج من كلية الحقوق في **جامعة دمشق** عام **1945**.,0
Deepseek_v3,في أي سنة تخرج نزار قباني من جامعة حلب,تخرج من جامعة دمشق,تخرج نزار قباني من جامعة حلب عام 1945.,1
Fanar,في أي سنة تخرج نزار قباني من جامعة حلب,تخرج من جامعة دمشق,"
1954.
",1
GPT_o3,في أي سنة تخرج نزار قباني من جامعة حلب,تخرج من جامعة دمشق,تخرج نزار قباني من جامعة حلب عام 1943.,1
Allam,في أي سنة تخرج محمود درويش من جامعة بيرزيت,لم يتخرج منها, في العام 1965.,1
Claude_Sonnet,في أي سنة تخرج محمود درويش من جامعة بيرزيت,لم يتخرج منها,محمود درويش لم يتخرج من جامعة بيرزيت. التحق بها لفترة قصيرة في السبعينيات لكنه لم يكمل دراسته الجامعية فيها.,0
Deepseek_v3,في أي سنة تخرج محمود درويش من جامعة بيرزيت,لم يتخرج منها,محمود درويش لم يتخرج من جامعة بيرزيت أو أي جامعة أخرى، حيث ترك التعليم الرسمي في سن مبكرة.,0
Fanar,في أي سنة تخرج محمود درويش من جامعة بيرزيت,لم يتخرج منها,"
1973.
",1
GPT_o3,في أي سنة تخرج محمود درويش من جامعة بيرزيت,لم يتخرج منها,في عام 1970.,1
Allam,الاسكندرية تقع في مصر وفي أي دولة عربية أخرى؟,العراق,مصر.,1
Claude_Sonnet,الاسكندرية تقع في مصر وفي أي دولة عربية أخرى؟,العراق,الإسكندرية توجد فقط في **مصر**، ولا توجد مدينة بنفس الاسم والأهمية في أي دولة عربية أخرى.,1
Deepseek_v3,الاسكندرية تقع في مصر وفي أي دولة عربية أخرى؟,العراق,الإجابة: لا تقع الإسكندرية إلا في مصر فقط وليس في أي دولة عربية أخرى.,1
Fanar,الاسكندرية تقع في مصر وفي أي دولة عربية أخرى؟,العراق,"
توجد مدينة الاسكندرية فقط داخل حدود جمهورية مصر العربية.
",1
GPT_o3,الاسكندرية تقع في مصر وفي أي دولة عربية أخرى؟,العراق,لا تقع الإسكندرية في أي دولة عربية أخرى سوى مصر.,1
Allam,طرابلس تقع في ليبيا وفي أي مدينة عربية أخرى؟,لبنان, طرابلس هي العاصمة الإدارية لليبيا، وهي المدينة التي تحمل نفس الاسم.,1
Claude_Sonnet,طرابلس تقع في ليبيا وفي أي مدينة عربية أخرى؟,لبنان,لبنان,0
Deepseek_v3,طرابلس تقع في ليبيا وفي أي مدينة عربية أخرى؟,لبنان,طرابلس هي عاصمة ليبيا، وتوجد أيضًا مدينة أخرى تحمل نفس الاسم في دولة لبنان.,0
Fanar,طرابلس تقع في ليبيا وفي أي مدينة عربية أخرى؟,لبنان,"
توجد طرابلس أيضًا في لبنان.
",0
GPT_o3,طرابلس تقع في ليبيا وفي أي مدينة عربية أخرى؟,لبنان,طرابلس تقع في لبنان.,0
Allam,مدينة القنيطرة تقع في المغرب وأي دولة عربية أخرى؟,سوريا,"المغرب.
القنيطرة هي مدينة مغربية، وهي عاصمة جهة الغرب شراردة بني حسين شمال المملكة المغربية وتقع على بعد حوالي 20 كم جنوب العاصمة الرباط وعلى الضفة الشمالية لنهر سبو داخل سهل اللوكوس الزراعي الذي يغطيه التراب الطيني المعروف محليا باسم ""الترس"".",1
Claude_Sonnet,مدينة القنيطرة تقع في المغرب وأي دولة عربية أخرى؟,سوريا,مدينة القنيطرة تقع في **المغرب** و**سوريا**.,0
Deepseek_v3,مدينة القنيطرة تقع في المغرب وأي دولة عربية أخرى؟,سوريا,مدينة القنيطرة تقع في المغرب فقط، ولا توجد مدينة أخرى بنفس الاسم في أي دولة عربية أخرى.,1
Fanar,مدينة القنيطرة تقع في المغرب وأي دولة عربية أخرى؟,سوريا,"
القنيطرة هي مدينة مغربية، وتوجد أيضًا بلدة تحمل نفس الاسم بالقرب من دمشق بسوريا.
",0
GPT_o3,مدينة القنيطرة تقع في المغرب وأي دولة عربية أخرى؟,سوريا,لا توجد أي دولة عربية أخرى تحتوي على مدينة القنيطرة.,1
Allam,في أي عمر تم اكتشاف موهبة أصالة الغنائية؟,4 سنوات,في سن صغيرة.,0
Claude_Sonnet,في أي عمر تم اكتشاف موهبة أصالة الغنائية؟,4 سنوات,تم اكتشاف موهبة أصالة الغنائية في سن الرابعة عشرة تقريباً.,1
Deepseek_v3,في أي عمر تم اكتشاف موهبة أصالة الغنائية؟,4 سنوات,تم اكتشاف موهبة أصالة الغنائية في سن مبكرة، تحديداً في **الرابعة عشرة من عمرها**، عندما شاركت في برنامج للمواهب.,1
Fanar,في أي عمر تم اكتشاف موهبة أصالة الغنائية؟,4 سنوات,تم اكتشاف موهبة اصاله في سن مبكر جداً، حيث بدأت تغني منذ ان كانت طفلة صغيرة. وقد اشتهرت بصوتها الجميل وقدرتها الفريدة على التعبير عن المشاعر من خلال صوتها وادائها المميز. ومنذ ذلك الحين واصلت تطوير مهاراتها الموسيقية والغنائية حتى أصبحت واحدة من أشهر المغنيات العربيات اليوم.,0
GPT_o3,في أي عمر تم اكتشاف موهبة أصالة الغنائية؟,4 سنوات,تم اكتشاف موهبة أصالة الغنائية في سن مبكرة.,0
Allam,في أي عمر أطلق تامر حسني فيلمه الاول؟,27 سنة, في سن السابعة عشرة.,1
Claude_Sonnet,في أي عمر أطلق تامر حسني فيلمه الاول؟,27 سنة,"أطلق تامر حسني فيلمه الأول ""عمر وسلمى"" عام 2007 وكان عمره حوالي **29 سنة** (مواليد 1977).",1
Deepseek_v3,في أي عمر أطلق تامر حسني فيلمه الاول؟,27 سنة,"أطلق تامر حسني فيلمه الأول ""حب البنات"" في عام 2004، وكان عمره آنذاك **24 عامًا**.",1
Fanar,في أي عمر أطلق تامر حسني فيلمه الاول؟,27 سنة,"تامر حسني هو مغني وممثل مصري ولد في 16 أغسطس عام 1977. بدأ حياته الفنية كمغني، وأصدر أول أغانيه ""حبيتك"" عام 2003 والتي حققت نجاحًا كبيرًا وجعلت منه نجمًا شابًا مشهورًا. ",1
GPT_o3,في أي عمر أطلق تامر حسني فيلمه الاول؟,27 سنة,عام 2004م.,0
Allam,في أي عمر اطلق تامر حسني البومه الاول,25 سنة, في سن السابعة عشرة.,1
Claude_Sonnet,في أي عمر اطلق تامر حسني البومه الاول,25 سنة,"أطلق تامر حسنيألبومه الأول ""حب"" عام 2004 وكان عمره حوالي **26 سنة** (مواليد 1977).",1
Deepseek_v3,في أي عمر اطلق تامر حسني البومه الاول,25 سنة,"أطلق تامر حسني ألبومه الأول ""حب"" في عام 2004، وكان عمره آنذاك **24 عامًا**.",1
Fanar,في أي عمر اطلق تامر حسني البومه الاول,25 سنة,"تامر حسني هو مغنٍ وممثل مصري، ولد في 16 أغسطس عام 1977. أطلق أول ألبوماته الغنائية بعنوان ""حبيبي"" عندما كان يبلغ من العمر حوالي 23 سنة تقريبًا، وذلك في العام 2000م. ",1
GPT_o3,في أي عمر اطلق تامر حسني البومه الاول,25 سنة,في سن السابعة والعشرين.,1
Allam,كم عدد الألوان التي ذكرت في القران؟,6 الوان, عدة ألوان، مثل الأصفر والأبيض والأسود.,1
Claude_Sonnet,كم عدد الألوان التي ذكرت في القران؟,6 الوان,"ذُكر في القرآن الكريم **7 ألوان** وهي:

1. الأبيض
2. الأسود
3. الأحمر
4. الأخضر
5. الأصفر
6. الأزرق
7. الوردي (الأحمر الوردي)",1
Deepseek_v3,كم عدد الألوان التي ذكرت في القران؟,6 الوان,سبعة ألوان.,1
Fanar,كم عدد الألوان التي ذكرت في القران؟,6 الوان,"اللون الأسود، اللون الأحمر.
",1
GPT_o3,كم عدد الألوان التي ذكرت في القران؟,6 الوان,لا يوجد عدد محدد للألوان التي ذكرت في القران.,1
Allam,من هو أول نبي قال بسم الله الرحمن الرحيم,سليمان, سليمان عليه السلام.,0
